web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,created-date,new-price,description-text
"1698800815-581","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-9888460","AUDI A3 Sportback 1.4 e-tron Ambition S-tronic","","CHF 21'900.–","05.2016","Limousine","44'000 km","Hybride rechargeable essence/électrique","Boîte manuelle automatisée","204 PS (150 kW)","Traction avant","1.5 l/100 km","Oui","22.09.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Ringstrasse 14, 5432 Neuenhof","Listing ID: 9888460","2022-11-14","Non","Seh professionell und punktlich. Alle auto Marke dort in"
"1698800828-582","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10576632","AUDI A3 Sportback 2.0 TDI Sport S-tronic quattro","","CHF 21'900.–","12.2016","Limousine","143'000 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","4.9 l/100 km","Non","","Non","Non","","Via ala campagna 4, 6593 Cadenazzo","Listing ID: 10576632","2023-06-02","Non",""
"1698800843-583","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2017-occasion-10472976","AUDI A3 Sportback 2.0 TDI 184 Sport quattro S-Tronic","8-fach Räder, Adaptive Cruise Control mit Stop&Go Funktion + pre sense, Navi, Audi Connect, Sportfahrwerk, ab MFK + Service","CHF 21'900.–","06.2017","Limousine","95'200 km","Diesel","Automatique","184 PS (135 kW)","4 roues motrices","4.8 l/100 km","Oui","14.09.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 12'000 km","Aeussere Luzernerstrasse 21, 4665 Oftringen","Listing ID: 10472976","2023-04-27","CHF 50'830","Vielen Dank für Ihr Interesse an unserem Fahrzeug. Gerne begrüssen wir Sie persönlich bei uns in Oftringen oder stehen Ihnen per Mail oder Telefon für Auskünfte zur Verfügung.

Verkaufspreise:
Unsere Verkaufspreise sind inkl. 7.7% Mehrwertsteuer. Die ausgeschriebenen Preise sind Netto-/Fixpreise.

Zusatzdienstleistungen:
Beim Kauf eines Fahrzeuges ist ein Ablieferungspaket für CHF 500.- optional erhältlich.
Dieses beinhaltet:
- Volltanken
- Vignette
- Fahrzeugaufbereitung
- administrative Arbeiten
- Garantie bei Kauf des Ablieferungspakets

Besichtigung/Probefahrt:
Wir bitten Sie für eine Besichtigung / Probefahrt einen Termin zu vereinbaren. Ausserhalb unserer Öffnungszeiten steht Ihnen unsere Ausstellung zur freien Besichtigung offen. Auf Probefahrten mit Occasionsfahrzeugen erheben wir einen Unkostenbeitrag von CHF 50.-, welcher bei Vertragsabschluss am Verkaufspreis abgerechnet wird.

Finanzierung / Leasing:
Gerne unterbreiten wir Ihnen ein auf Sie zugeschnittenes Angebot für Ihre Fahrzeugfinanzierung, zu Top Konditionen.

Eintausch / Ankauf:
Gerne tauschen wir Ihr jetziges Fahrzeug zu fairen Konditionen ein.
Wollen Sie Ihr Fahrzeug verkaufen? Nehmen Sie mit uns Kontakt auf.

Die effektive Ausstattung kann von der publizierten Ausstattung abweichen. Irrtümer und Zwischenverkauf vorbehalten."
"1698800856-584","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10855783","AUDI A3 Sportback 1.4 TFSI Sport S-tronic","","CHF 21'900.–","08.2016","Limousine","70'200 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","4.9 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","VIA CANTONALE 1, 6814 CADEMPINO (TI)","Listing ID: 10855783","2023-09-14","Non",""
"1698800872-585","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2015-occasion-10767152","AUDI A3 Sportback 1.8 TFSI Ambiente quattro S-tronic - Quasi FULL OPTIONS","4x4 - Véhicule suisse - Etat neuf - Quasi FULL OPTIONS - Tous services effectués - Services gratuits 10 ans ou 100'000 km.","CHF 21'900.–","10.2015","Limousine","65'000 km","Essence","Boîte manuelle automatisée","180 PS (132 kW)","4 roues motrices","6.4 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Route de la Sallivaz 3, 1279 Chavannes-de-Bogis","Listing ID: 10767152","2023-08-13","Non","Très jolie Audi A3 Sportback 1.8 TFSI Ambiente quattro S-tronic - Très nombreuses options - Etat neuf.

Toujours ""dormi"" dans garage fermé et chauffé.

Véhicule suisse.

Tous services effectués chez Audi.

Services gratuits 10 ans ou 100'000 km.


Très nombreuses options :

- 4x4
- Boîte automatique
- Système de navigation
- Grand écran couleur
- Caméra de recul
- Bluetooth interface
- Régulateur de vitesse et de distance
- Keyless Entry and Go
- Sièges en cuir partiel chauffants
- Climatisation
- Audi multimedia
- Audi Drive Select
- Avertisseur d'angle mort
- Eclairage bi-xénon adaptatif
- Roues alu été + hiver
(dernière photo avec les roues hiver)
- etc.

Garantie de 12 mois possible."
"1698800885-586","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2017-occasion-9399802","AUDI A3 Sportback 1.5 TFSI S-tronic Sport","","CHF 21'900.–","12.2017","Limousine","125'150 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5 l/100 km","Oui","03.05.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 10'000 km","Fin du Mossard 5, 3280 Murten","Listing ID: 9399802","2022-11-14","Non","Frisch ab MFK und Service."
"1698800900-587","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10477616","AUDI A3 Sportback 2.0 TDI","*BITTE NUR AUF VORANMELDUNG*frisch ab MFK*Anhängerkupplung*Virtual Cockpit*Tempomat*Parksensoren vorne + hinten*Sitzheizung","CHF 21'900.–","07.2018","Limousine","55'400 km","Diesel","Boîte manuelle","150 PS (110 kW)","Traction avant","4 l/100 km","Oui","05.07.2023","Non","Non","","Gewerbestrasse 1, 6340 Baar","Listing ID: 10477616","2023-04-28","Oui","*BITTE NUR AUF VORANMELDUNG*
*frisch ab MFK
*Anhängerkupplung
*Virtual Cockpit
*Tempomat
*Parksensoren vorne + hinten
*Sitzheizung
*Parklenkassistent

*Die effektive Ausstattung kann von der publizierten Ausstattung abweichen

*Optional können Sie Ihre Vollkaskoversicherung direkt in die monatliche Leasingrate einbinden
*Optional Ablieferungspauschale von CHF 390.- (Aufbereitung, Vollgetankt, Vignette)
*Optional Garantie
*Eintausch und Leasing sind möglich
*Eigene offizielle BMW Service Vertragswerkstatt (www.BMW-Winter.ch)
*Eigene Carrosserie und Lackiererei (www.Beulenschmid.ch)
*Vertragspartner der Zürich Versicherung (Help-Point Partner)"
"1698800915-588","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2017-occasion-10762443","AUDI A3 1.4 TFSI Sport","***FAHRZEUG WIRD IM KUNDENAUFTRAG VERKAUFT**BESICHTIGUNG NUR MIT VORANMELDUNG***","CHF 21'900.–","03.2017","Limousine","101'000 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","4.8 l/100 km","Oui","","Non","Non","","Wässerwiesenstr. 95, 8408 Winterthur","Listing ID: 10762443","2023-08-11","CHF 64'127","*SITZHEIZUNG*MASSAGEFUNKTION FAHRERSITZ*RÜCKFAHRKAMERA*LANE ASSIST*CRUISE CONTROL*REGENSENSOR*MATRIX LED*BANG & OLUFSEN SOUND SYSTEM*NAVI*ETC.*

Auf Wunsch und gegen Aufzahlung kann eine Quality1 Garantie abgeschlossen werden.

Besichtigung auf Voranmeldung möglich.
Kontakt: Hr. Hostettler, 076 815 01 24 
Fahrzeugstandort: 8645 Jona SG

Finanzierung möglich!
Zzgl. CHF 540.- Ablieferungspauschale
Preisänderungen, Zwischenverkauf und Irrtum vorbehalten."
"1698800930-589","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10871466","AUDI A3 Sportback 1.4 e-tron S-tronic","Frisch ab Service, Frisch ab MFK, Top gepflegt, Anschauen lohnt sich!","CHF 21'900.–","09.2016","Limousine","84'200 km","Hybride rechargeable essence/électrique","Boîte manuelle automatisée","204 PS (150 kW)","Traction avant","1.7 l/100 km","Oui","20.09.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Winznauerstrasse 128-134, 4632 Trimbach bei Olten","Listing ID: 10871466","2023-09-20","Non","Vielen Dank für Ihr Interesse an unserem Fahrzeug. Gerne begrüssen wir Sie persönlich bei uns in Trimbach oder stehen Ihnen per Mail oder Telefon für Auskünfte zur Verfügung.

Verkaufspreise:
Unsere Verkaufspreise sind inkl. 7.7% Mehrwertsteuer. Die ausgeschriebenen Preise sind Netto-/Fixpreise.

Zusatzdienstleistungen
Beim Kauf eines Fahrzeuges ist ein Ablieferungspaket für CHF 495.- optional erhältlich.
Dieses beinhaltet:
- Volltanken
- Vignette
- Fahrzeugaufbereitung

Besichtigung/Probefahrt:
Wir bitten Sie für eine Besichtigung / Probefahrt einen Termin zu vereinbaren. Ausserhalb unserer Öffnungszeiten steht Ihnen unsere Ausstellung zur freien Besichtigung offen.

Finanzierung / Leasing:
Gerne unterbreiten wir Ihnen ein auf Sie zugeschnittenes Angebot für Ihre Fahrzeugfinanzierung, zu Top Konditionen.

Eintausch / Ankauf:
Gerne tauschen wir Ihr jetziges Fahrzeug zu fairen Konditionen ein.
Wollen Sie Ihr Fahrzeug verkaufen? Nehmen Sie mit uns Kontakt auf.

Die effektive Ausstattung kann von der publizierten Ausstattung abweichen. Irrtümer und Zwischenverkauf vorbehalten."
"1698800943-590","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2017-occasion-10899384","AUDI A3 Sportback 2.0 TDI Sport quattro","Besichtigung auf Voranmeldung / +Fr. 300.-- Ablieferpauschale / Amag Nr.245983","CHF 21'950.–","10.2017","Limousine","86'000 km","Diesel","Boîte manuelle","150 PS (110 kW)","4 roues motrices","4.8 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Murtenstrasse 4, 3270 Aarberg","Listing ID: 10899384","2023-09-29","CHF 49'050","[A2] brillantschwarz
[MI] schwarz - schwarz
Winterpneus"
"1698800958-591","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10381726","AUDI A3 Sportback 1.5 TFSI S-tronic Sport","Navi, DAB+, LED Scheinwerfer, PDC vorne und hinten, ect.","CHF 21'980.–","07.2018","Limousine","101'500 km","Essence","Automatique","150 PS (110 kW)","Traction avant","5 l/100 km","Oui","25.03.2023","Non","Oui","À partir de la livraison du véhicule, 3 mois ou 5'000 km","Kreuzmatte 12, 6260 Reiden","Listing ID: 10381726","2023-03-25","CHF 45'560","Ablieferungspauschale ist nicht inbegriffen, welches eine Tankfüllung, eine Autobahnvignette, Reinigung innen und aussen sowie die administrativen Arbeiten für die Immatrikulation des Fahrzeuges beinhaltet."
"1698800973-592","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10968259","AUDI A3 Sportback 35 TFSI Design","1ERE MAIN / KILOMETRAGE GARANTI / SUIVI COMPLET AUDI / EXCELLENT ETAT","CHF 21'990.–","05.2019","Limousine","49'500 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","5.5 l/100 km","Non","","Non","Non","","Rue des Caroubiers 2, 1227 Carouge GE","Listing ID: 10968259","2023-10-24","Non","VEHICULE VISIBLE SUR ""RENDEZ-VOUS""

* Véhicule en excellent état carrosserie et mécanique
* 1ere main
* Expertise du jour
* Service à jour
* Etat carrosserie comme neuf
* Leasing possible de 12 à 60 mois

Retrouvez plus de photos et d'informations sur notre site internet www.car-agence.ch

*** N'hésitez pas à nous contacter pour voir et essayer le véhicule au 078.210.96.90 ***"
"1698800986-593","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10734160","AUDI A3 Sportback 2.0 TDI Sport S-tronic","** S - LINE ** ENTRETIEN COMPLET * EXPERTISE DU JOUR * 8 PNEUS * GARANTIE 12 MOIS *","CHF 21'999.–","06.2016","Limousine","49'500 km","Diesel","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","4.4 l/100 km","Oui","20.10.2021","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Route de la Galaise 62, 1232 Confignon","Listing ID: 10734160","2023-07-29","CHF 58'820",""
"1698800999-594","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10984868","AUDI A3 Sportback 1.4 e-tron S-tronic","PREMIER MAIN NON FUMEUR SERVISE A JOUR CREDIT + GARANTIE","CHF 22'000.–","09.2016","Limousine","56'000 km","Hybride rechargeable essence/électrique","Boîte manuelle automatisée","204 PS (150 kW)","Traction avant","1.7 l/100 km","Oui","23.03.2021","Non","Oui","À partir de la livraison du véhicule, 12 mois","CH.DU VALLON 7, 1030 BUSSIGNY","Listing ID: 10984868","2023-10-30","CHF 48'000",""
"1698801014-595","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10867529","AUDI A3 Sportback 1.4 e-tron Sport S-tronic","CH-Fahrzeug-Gratisservice, Virtual Cockpit, Rückfahrkamera, Infotainment Paket, MMI Plus Navi, Sitzheizung, Keyless, Leder,.","CHF 22'000.–","07.2018","Limousine","77'000 km","Hybride rechargeable essence/électrique","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","1.8 l/100 km","Oui","30.07.2018","Non","Oui","Dès la 1ère mise en circulation, 96 mois ou 160'000 km","Sternmatt 9, 6010 Kriens","Listing ID: 10867529","2023-09-18","Non","Zum Verkauf steht ein Audi A3 Sportback 1.4 E-Tron Sport S-tronic in einem sehr gepflegten Zustand (innen wie aussen als auch technisch). Der Durchschnittsverbrauch auf den letzten 77‘704 Km liegt bei unglaublichen 4.1 Liter/100 Km. 

* Finanzierung / Leasing möglich*
* Werksgarnatie*
* Eintausch möglich *


Besonderes:

-CH-Fahrzeug
-Gratis-Service
-Inkl. Garantie ( 8 Jahre / 160‘000 Km auf die Hybridbatterie)
-Unfallfrei
-Sehr guter Zustand


Optionale Ausstattung:

-Assist: Anfahrassistent
-Assist: Einparkhilfe plus
-Assist: Rückfahrkamera
-Audi connect (3 Jahre)
-Audi virtual cockpit 12,3''
-Aussenspiegel elektrisch einklappbar
-Dachreling eloxiert
-Infotainment Paket
-Audi Smartphone Interface
-Audi Sound System
-Audi connect
-Media: Audi Phone Box inkl.LTE
-Navigationssystem plus mit MMI
-Kreuzstützen für Vordersitze verstellbar
-Mittelarmlehne vorne
-Multifunktions-Sportlenkrad in Leder, unten abgeflacht Tiptronic, mit Schaltwippen
-Rücksitzbank ungeteilt,Lehne geteilt umlegbar (dreiteilig) mit Mittelarmlehne
-Sitze: Vordersitze heizbar
-Tempomat
-....

Das Fahrzeug kann nach Vereinbarung besichtigt und probegefahren werden. Für weitere Informationen stehe ich Ihnen per E-Mail oder Telefon unter der Nummer 041 410 18 850 oder 079 810 18 85 zur Verfügung."
"1698801027-596","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2017-occasion-10472460","AUDI A3 Sportback 1.4 TFSI S-Line S-tronic","#Servicegepflegt#Frisch ab MFK#12 Mt.Garantie#Tempomat#Klima#Sitzheizung#LED#Navigation#Bluetooth#Parksensoren#DAB","CHF 22'470.–","03.2017","Limousine","93'700 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5 l/100 km","Oui","26.09.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Zürcherstrasse 373, 8500 Frauenfeld","Listing ID: 10472460","2023-04-27","Non","#Servicegepflegt#Frisch ab MFK#12 Mt.Garantie
#Tempomat#Klima#Sitzheizung#LED#Navigation
#Bluetooth#Parksensoren#DAB"
"1698801042-597","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2017-occasion-10947445","AUDI A3 Sportback 1.4 TFSI Sport S-tronic","Véhicule CH, Visible uniquement sur rendez-vous, Reprise / Leasing / Garantie possible - 078 400 01 19 / 078 219 07 77","CHF 22'490.–","11.2017","Limousine","111'000 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Route de Bottens 3, 1053 Bretigny-sur-Morrens","Listing ID: 10947445","2023-10-16","Non","Bienvenue chez GoSwap, nous vous remercions de votre intérêt.

Pour les visites, nous vous prions de prendre rendez-vous par téléphone / e-mail afin de pouvoir vous consacrer suffisamment de temps.

Ce qu'il faut savoir sur le véhicule :

- Pack S-Line 
- Virtual Cockpit
- Service à jour audi
- Caméra de recul

Vous souhaitez échanger un véhicule ?

Envoyez-nous des photos du véhicule et de sa carte grise par e-mail ou très facilement par WhatsApp au : +41 78 219 07 77 ou +41 78 400 01 19

Les services suivants sont disponibles en option :

- Livraison dans toute la Suisse à partir de 400.-
- Polissage et vitrification à partir de 300.-
- Covering & Detailling sur demande

Leasing | Garantie | Reprise | Courtage en assurances

Salutations, l'équipe GoSwap"
"1698801057-598","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2016-occasion-10854381","AUDI A3 Cabriolet 2.0 TFSI Sport S-Line S-tronic","- ab MFK - ab Service - Tiefergelegt - Sportauspuff - 19 Zoll Felgen - Nacken und Sitzheizung - Abstandstempomat uvm...","CHF 22'490.–","06.2017","Cabriolet","142'000 km","Essence","Boîte manuelle automatisée","190 PS (140 kW)","Traction avant","6 l/100 km","Oui","07.03.2022","Non","Non","","Bernstrasse 31, 4923 WYNAU (BE)","Listing ID: 10854381","2023-09-13","Non","Schönicars, Ihr Audi Spezialist

Profitieren Sie von den Schweizweit besten Preisen 

Auf Wunsch ist jedes Originalzubehör gegen Aufpreis bestellbar. Fahrzeug tönt schön satt mit einer Bastuck Auspuffanlage (S3 Style), ist tiefergelegt, mit 19 Zoll Felgen, RS Grill und einem schwarz glänzenden Heckspoiler bestückt. 


_______________________________

Lieferung per LKW in der ganzen Schweiz nur 300 CHF
_______________________________

Profitieren Sie von: 

-	Volle Herstellergarantie optional verlängerbar
-	Deutsche Bedienungsanleitung (PDF)
-	Beste Eintauschkonditionen
-	Unverbindliche Probefahrt
-	Verschiedene Finanzierungsmöglichkeiten
-	Eigene Werkstatt
-	Keine zusätzliche Kosten
-	Spezialkonditionen für Garagen



Besuchen Sie uns auf www.schoenicars.ch

NEU: Hersteller- oder Schöni Premium-Vollgarantie.
Auf Wunsch verlängerbar bis auf Total 6 Jahre. 


Haben Sie Fragen? 
Gerne helfen wir Ihnen bei der Wahl Ihres zukünftigen Fahrzeuges. 
062 922 90 90 
Wir sprechen auch Französisch, Italienisch, Englisch, Spanisch, Niederländisch

_____________________________________________________


_____________________________________________________ 


Schönicars, votre spécialiste de Audi

Profitez des meilleurs tarifs en Suisse

 Sur demande, tous les accessoires d'origine peuvent être commandés à un coût supplémentaire 


_______________________________

Livraison par camion dans toute la Suisse 300 CHF
_______________________________

profitez de: 

-	Audi Garantie en option reconductible
-	Mode d’emploi en français (PDF)
-	Les meilleures conditions d’échange 
-	Essai routier sans engagement
-	Différentes options de financement
-	Propre Garage
-	Pas de frais supplémentaires
-	Conditions spéciales pour les garages


Visitez nous sur www.schoenicars.ch

Nouveau: Fabricant ou Schöni Premium-Garantie.
Sur demande, extensible jusqu'à un total de 6 ans.



Avez-vous des questions?

Nous serons heureux de vous aider à choisir votre futur véhicule.
062 922 90 90 
Nous parlons aussi  Français, Allemand, Italien, Anglais, Espagnol et Néerlandais"
"1698801072-599","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2017-occasion-10826763","AUDI A3 Sportback 1.5 TFSI S-tronic Sport","SLine / Bremsen komplett Neu / frisch ab MFK & Service","CHF 22'490.–","11.2017","Limousine","93'000 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5 l/100 km","Oui","15.09.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Bliggenswilerstr.12, 8494 Bauma","Listing ID: 10826763","2023-09-04","Non","Herzlichen Dank für Deinen Besuch auf unserem Inserat

Du willst Dein Fahrzeug eintauschen? Eine Leasing oder eine Finanzierungs- Offerte?
Wir stehen Dir für alle Anliegen zur Verfügung - frag uns!

Audi A3 Sportback 35TFSI S-Tronic SLine

Daten:

Bj. 11.2017
93'800km
Grau Metalic
MFK 09.2023
Frisch ab Service 
Gratis Service bis 100'000km
2 Schlüssel mit Funk
Bordmappe komplett
Innen/ Aussen gepflegter  Zustand


Austattung:

Leder Stoff SLine Austattung
Sitzheizung
S-Tronic Automatikgetriebe
Activ Display
Navigationssystem
DAB+ Radio
Soundsystem
Bluetooth
Freisprecheinrichtung
Phone Box 
Drive Select Mode
Keyless Go
Tempomat
ACC Abstandsregler
Audi pre Sense
Effizentsassistent
3 Speichen SLine  Multifunktions Lenkrad abgeflacht
Spiegel automatisch abblendbar
Parkassistent
Parksensoren vorne& hinten
Rückfahrkamera
LED Scheinwerfer
LED Heckleuchten
18J Leichtmetallräder Audi
uvm.

Sportlicher, sparsamer und kompakter Wagen mit praktischen 5 Türen, Innen bietet der Wagen viele Extras. Interesse geweckt?

Bei unseren Preisen, handelt es sich um Nettopreise

Alle unsere Fahrzeuge sind 4-fach bereift (ausser es ist optional 8-fach erwähnt)

Finanzierungsberechnungen können über den Link unterhalb vom Preis ""Finanzierung sichern"", selber erstellt werden

Besichtigungen für ernsthafte Interessenten sind nach telefonischer oder schriftlicher Vereinbarung möglich

Optionales Ablieferpaket CHF 295.00 (Tankfüllung, aktuelle Vignette, Aufbereitung und administrative Arbeiten / Einlösung)

Optionale Garantie-Lösungen ab *CHF 295.00 (insofern keine Herstellergarantie mehr besteht)

Die effektive Fahrzeugausstattung kann abweichen, Inseratfehler sind nicht ausgeschlossen"
"1698801087-600","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10583390","AUDI A3 Sportback 2.0 TDI S-tronic","GARANTIE 12MOIS OU 20'000KM","CHF 22'500.–","01.2018","Limousine","74'000 km","Diesel","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","4.4 l/100 km","Oui","07.03.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Route de Corbaroche 20, 1723 Marly","Listing ID: 10583390","2023-06-05","Non","Leasing possible même avec poursuite avec un apport de 30%
Vermietung auch bei Fortführung mit einer Einlage von 30 % möglich

En supplément du prix : Forfait de livraison Fr 390.- (vignette, pleins, immatriculation et garantie inclus)"
"1698801101-601","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2015-occasion-10874742","AUDI A3 Cabriolet 1.8 TFSI Ambiente S-tronic","Im Kundenauftrag zu verkaufen mit 8-fach Bereifung. Fahrzeug ist beim Kunden bei interesse Besichtigung unter Anmeldung","CHF 22'500.–","03.2015","Cabriolet","50'000 km","Essence","Boîte manuelle automatisée","180 PS (132 kW)","Traction avant","5.8 l/100 km","Non","15.12.2021","Non","Non","","Römerstrasse 12, 4512 Bellach","Listing ID: 10874742","2023-09-21","Non","Personnel super sympa et souriant, accueillant. Très familial et de confiance ..."
"1698801114-602","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10925522","AUDI A3 Sportback 1.6 TDI Ambition S-tronic","","CHF 22'700.–","04.2016","Limousine","35'000 km","Diesel","Boîte manuelle automatisée","110 PS (81 kW)","Traction avant","4 l/100 km","Oui","","Non","Non","","Rue Liotard, 1202 Genève","Listing ID: 10925522","2023-10-08","Non",""
