web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,description-text,created-date,prix-neuf
"1697476935-145","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2010-occasion-10829739","TOYOTA Yaris 1.33 Linea Luna","Gut Zustand,Erst Hand,Frisch MFK.","CHF 5'990.–","10.2010","Petite voiture","44'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.2 l/100 km","Oui","21.09.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Sankt Gallerstrasse 346, 8409 winterthur","Listing ID: 10829739","Top","2023-09-05","Non"
"1697476948-146","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2012-occasion-9829855","TOYOTA Yaris 1.33 Style","","CHF 5'999.–","12.2012","Petite voiture","154'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.5 l/100 km","Non","16.02.2022","Non","Non","","Hauptstrasse 13, 8583 Sulgen","Listing ID: 9829855","Ture links vorne Unfall","2022-11-14","Non"
"1697476961-147","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-10704367","TOYOTA Yaris 1.5 TS Turbo","","CHF 5'999.–","02.2004","Petite voiture","151'800 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","6.9 l/100 km","Oui","22.11.2022","Non","Non","","kirchfeldstrasse 42, 6032 Emmen  LU","Listing ID: 10704367","","2023-07-17","Non"
"1697476974-148","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2009-occasion-10942838","TOYOTA Yaris 1.33 Linea Luna Multimode","Très bon état, 2 jeux de roues, Clim. manuelle, Services suivis, Expertisée. Contact : 079 255 14 15","CHF 5'999.–","06.2009","Petite voiture","98'600 km","Essence","Boîte manuelle automatisée","99 PS (73 kW)","Traction avant","5.1 l/100 km","Oui","","Non","Non","","Grand-rue 4, 2606 Corgémont (Biel-Bienne/BE - 13 min)","Listing ID: 10942838","Wir sprechen auch Deutsch !

Très bon état, 2 jeux de roues, Clim. manuelle, Services suivis, Expertisée. 

Contact : 079 255 14 15","2023-10-14","Oui"
"1697476989-149","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2008-occasion-10837276","TOYOTA Yaris 1.4 D-4D City Multimode","SEHR SPARSAM**DIESEL**AUTOMAT**FRISCH AB MFK UND SERVICE**NEUE REIFEN**NEUE BREMSEN**CHF 5‘999.-","CHF 5'999.–","11.2007","Petite voiture","184'000 km","Diesel","Boîte manuelle automatisée","90 PS (66 kW)","Traction avant","4.5 l/100 km","Oui","01.06.2023","Non","Non","","Amtackerstrasse 29, 9437 Marbach SG","Listing ID: 10837276","- Top Zustand
- Automat
- Top Ausstattung (siehe Liste unten)
- Sehr gepflegt
- Sehr sparsam
- Frisch ab MFK
- Frisch ab Service
- Neue Reifen
- Neue Bremsen
- Nichtraucher Fahrzeug
- Keine Tiertransporte
- Alle Dokumente vorhanden

Die Garage Freund GmbH in Marbach ist Ihr zuverlässiger Partner im Bereich gepflegte Occasionen, professionelle Beratung, moderne Fach-Werkstatt sowie Autoankauf und verkauf.
Wir garantieren mit unserem fachkompetenten und motivierten Team in allen Bereichen rund um das Auto einen Top-Service. Unser stetiger Wachstum sowie die Kundenzufriedenheit bestätigen unsere Kompetenz in der Autobranche.
Über 40 Jahre Erfahrung in der Automobilbranche und ausgebildete Fachspezialisten garantieren für höchste Kompetenz und Know-how.","2023-09-07","Non"
"1697477002-150","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2008-occasion-10793681","TOYOTA Yaris 1.0 Style","2 jeux de roues, climatisation, expertisé le 01.2023, services suivis.","CHF 6'300.–","08.2008","Petite voiture","114'495 km","Essence","Boîte manuelle","69 PS (51 kW)","Traction avant","5.4 l/100 km","Oui","06.01.2023","Non","Non","","Chemin de la Place de Sports 17A, 1773 Léchelles","Listing ID: 10793681","","2023-08-23","Non"
"1697477015-151","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2011-occasion-10890265","TOYOTA Yaris 1.33 Linea Luna","*Ab MFK* schöner Kleinwagen* Klimaanlage* Radio CD* 8-fach bereift*","CHF 6'300.–","09.2011","Petite voiture","83'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.2 l/100 km","Oui","18.09.2023","Non","Non","","Hofstrasse 14, 8181 Höri","Listing ID: 10890265","","2023-09-26","Non"
"1697477028-152","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-limousine-2007-occasion-10936974","TOYOTA YARIS","","CHF 6'400.–","04.2007","Limousine","93'000 km","Essence","Boîte manuelle automatisée","87 PS (64 kW)","Traction avant","-","Oui","05.04.2023","Non","Non","","Route de Montfleury 34, 1214 vernier","Listing ID: 10936974","Très bon état service a jour expertisé","2023-10-12","Non"
"1697477041-153","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2010-occasion-10826467","TOYOTA Yaris 1.33 Linea Sol Multimode","DIREKT: 076 366 54 54","CHF 6'400.–","10.2010","Petite voiture","66'500 km","Essence","Boîte manuelle automatisée","99 PS (73 kW)","Traction avant","5.2 l/100 km","Oui","28.09.2023","Non","Non","","Am Linthli 10, 8752 Näfels","Listing ID: 10826467","- Neuwertige Bremsscheiben und Beläge
- 8-fach bereift
- Automat mit Tiptronic & ES (Easy Sport Schalter)
- Top zuverlässig
- Karosserie hat einige Beulen","2023-09-04","Non"
"1697477054-154","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-9434893","TOYOTA Yaris 1.3 Linea Sol","Sehr gepflegtes Fahrzeug","CHF 6'500.–","11.2004","Petite voiture","96'000 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","5.8 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 2 mois ou 2'000 km","Galgenried 4 / Rösslimattstrasse 36, 6370 Stans  / 6005 Luzern","Listing ID: 9434893","","2022-11-14","Non"
"1697477067-155","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2010-occasion-10936992","TOYOTA Yaris 1.33 Linea Sol","Top zustand, Frisch ab MFK und Service","CHF 6'500.–","09.2010","Petite voiture","115'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.2 l/100 km","Oui","","Non","Non","","Oberdorf 3, 6243 Egolzwil","Listing ID: 10936992","Top zustand, Frisch ab MFK und Service","2023-10-12","Non"
"1697477080-156","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2011-occasion-10935376","TOYOTA Yaris 1.33 Luna Multidrive","","CHF 6'500.–","12.2011","Petite voiture","62'000 km","Essence","Boîte automatique variable","99 PS (73 kW)","Traction avant","5.1 l/100 km","Non","23.06.2022","Non","Non","","Via San Gottardo  78B, 6500 Bellinzona","Listing ID: 10935376","AUTO GRANDINATA (HAGELSHADEN).","2023-10-11","Non"
"1697477095-157","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2002-occasion-10904114","TOYOTA Yaris 1.3 Linea Sol","*** Top Zustand / Frisch ab MFK & Service / Aus 1. Hand / Klimaanlage / 8 Fach Räder / Zentralverriegelung / 5 Türig ***","CHF 6'600.–","08.2002","Petite voiture","57'500 km","Essence","Boîte manuelle","86 PS (63 kW)","Traction avant","6 l/100 km","Oui","11.10.2023","Non","Non","","Hauptstrasse 82, 4446 Buckten","Listing ID: 10904114","Vielen Dank für Ihr Interesse an unserem Fahrzeug.


- Das Fahrzeug ist frisch ab MFK & Service bei Verkauf
- Aus 1. Schweizer Hand Nachweisbar / Inklusive Borddokumente 
- CH Fahrzeug und kein Import / kein Rost stand immer in der Garage 
- Inklusive Sommer & Winter Komplett Räder auf Alufelgen
- Klimaanlage ab Werk Verbaut / Sehr zuverlässiges Fahrzeug ! 


Ablieferungspauschale ist INKLUSIVE
- Papierabwicklung
- Autobahn Vignette 2023
- Tankfüllung Benzin
- Aufbereitet und Geprüft
- Ersatzschlüssel


Eintausch Fahrzeuge willkommen.


Finanzierungs Konditionen:
LEASE-Now, unser Top Leasings Produkt
CREDIT-now, für sofortiges Eigentum

Es gibt immer eine Lösung...","2023-09-30","Non"
"1697477110-158","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2007-occasion-10768589","TOYOTA Yaris 1.3 Linea Sol","Carnet suivi chaîne de distribution climatisation EXPERTISEE LE 22.03.2022","CHF 6'800.–","10.2007","Petite voiture","157'256 km","Essence","Boîte manuelle automatisée","87 PS (64 kW)","Traction avant","5.8 l/100 km","Oui","22.03.2023","Non","Non","","1541 Bussy FR","Listing ID: 10768589","Entretien : Carnet de service suivi par garage, chaîne de distribution 

Sécurité : ABS, 6x airbag, isofix

Options : Direction assistée, verrouillage central télécommander, 2x vitres électrique, 2x rétros électrique, climatisation, couvre coffre, radio cd

Equipement : 4x jantes alu avec pneus été, 4x jantes acier avec pneus hiver

EXPERTISEE LE / AB MFK  22.03.2022

SERVICE FAIT PRET A LIVRER

EXPOSEE A L'INTERIEUR","2023-08-14","Non"
"1697477123-159","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2007-occasion-10770546","TOYOTA Yaris 1.3 Linea Sol","Expertisée le 22.03.2023.","CHF 6'800.–","10.2007","Petite voiture","157'257 km","Essence","Boîte manuelle automatisée","87 PS (64 kW)","Traction avant","5.8 l/100 km","Oui","22.03.2023","Non","Non","","1562 CORCELLES près PAYERNE","Listing ID: 10770546","Carnet de service suivi par garage.
Climatisation automatique.
Jantes spéciale alu pneus été.
Jantes acier pneus hiver.","2023-08-14","Non"
"1697477136-160","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2011-occasion-10918527","TOYOTA Yaris 1.33 Linea Luna","Gepflegtes Fahrzeug, Klima, Radio usw.","CHF 6'800.–","04.2011","Petite voiture","65'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","-","Non","","Non","Non","","Kantonsstrasse 61, 3902 Brig-Glis","Listing ID: 10918527","","2023-10-05","Oui"
"1697477149-161","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2013-occasion-10522835","TOYOTA Yaris 1.33 Luna","expertisée climat camera de recul","CHF 6'900.–","03.2013","Petite voiture","167'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.4 l/100 km","Oui","25.05.2023","Non","Non","","Rue préjeux 18, 1950 Sion","Listing ID: 10522835","","2023-05-13","Non"
"1697477162-162","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2006-occasion-10643995","TOYOTA Yaris 1.3 Linea Sol","Expertisée du jour- Service à jour - Pneus été/ hiver","CHF 6'900.–","06.2006","Petite voiture","114'500 km","Essence","Automatique","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","","Non","Non","","Rue du Châble-Bet 30, 1920 Martigny","Listing ID: 10643995","","2023-06-25","Non"
"1697477175-163","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2014-occasion-10492380","TOYOTA Yaris 1.33 Sol Premium","Frisch MFK ** Frisch Service ** Navigation ** RückfahrKamera  ** 8 fach bereift ** Sommer Alu Felgen * Top Zustand * Gepflegt","CHF 6'900.–","01.2014","Petite voiture","213'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.5 l/100 km","Oui","11.05.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Feldstrasse 48, 9445 Rebstein SG","Listing ID: 10492380","","2023-05-04","Non"
"1697477188-164","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2003-occasion-10780970","TOYOTA Yaris 1.3 16V Linea Sol","","CHF 6'900.–","01.2003","Petite voiture","75'850 km","Essence","Automatique","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","31.08.2023","Non","Non","","Summiswaldstrasse 29, 3452 Grünenmatt","Listing ID: 10780970","Mit Anhängerkupplung A-Last 900kg","2023-08-18","Non"
"1697477203-165","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2012-occasion-10884795","TOYOTA Yaris 1.33 Style","","CHF 6'900.–","12.2012","Petite voiture","144'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.4 l/100 km","Oui","25.09.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois","Buchenhagstrasse 19, 8156 Oberhasli","Listing ID: 10884795","Frisch Ab MFK 
Frisch Ab Service 
8 fach bereift 
2 Schlüssel 

Sehr Gepflegte Fahrzeug 
Im Sehr gutem Zustand 

Vielen Dank für Ihre Interesse an unserem Fahrzeug 
Wir freuen uns auf Ihren Besuch 
Gern beantworten wir telefonische 
Für ein besichtigen oder Probefahrt sind wir froh. 

Egal wenn sie auto kaufen bei uns oder nicht 
Wenn Sie ihr Auto verkaufen möchten 
Wir haben Interesse für alle Marken 
Km und Zustand egal 



Eintauchen bie uns möglich .
Transport zur Wunsch Adress 
Zwischen CHf 150 . Und CHF 250.","2023-09-24","Non"
"1697477216-166","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2000-occasion-10882866","TOYOTA Yaris 1.3 Linea Luna","Toyota Yaris 1.3 frisch ab MFK und Service mit nur 19‘850km aus 1.Hand","CHF 6'900.–","09.2000","Petite voiture","19'819 km","Essence","Boîte manuelle","86 PS (63 kW)","Traction avant","6 l/100 km","Oui","22.09.2023","Non","Non","","Weiacherstrasse 65, 8422 Pfungen","Listing ID: 10882866","Immer alles schnell, unkompliziert und pragmatisch. Bin seit vielen Jahren Kunde ...","2023-09-23","Non"
"1697477229-167","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2014-occasion-10943976","TOYOTA Yaris 1.33 Trend","Expertisé,12 mois de garantie, Pour 400 Fr. très bon état , Service régulier, ab MFK ,12 Monate Garantie,Regelmässig Service","CHF 6'900.–","01.2014","Petite voiture","166'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.5 l/100 km","Oui","09.06.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Route de Morat 42, 1784 Courtepin (Fribourg)","Listing ID: 10943976","Expertisé  12 mois de garantie, Pour 400 Fr. très bon état , Service régulier,,climatisation,Jantes en Alu, ab MFK ,12 Monate Garantie ,Alufelgen, Klima, Regelmässig Service, Sehr gut Zustand","2023-10-14","Non"
"1697477244-168","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2012-occasion-10834942","TOYOTA Yaris 1.33 Luna","Top-Zustand Frisch ab MFK 8 Fach bereift","CHF 6'990.–","11.2012","Petite voiture","119'300 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.4 l/100 km","Oui","26.10.2023","Non","Non","","Langgasse 138, 9008 St.Gallen","Listing ID: 10834942",""" über 35 Jahre Garage Cirillo St.Gallen ""

Sehr gepflegtes Fahrzeug

Nicht Raucher Fahrzeug

Frisch ab MFK ( 26.6.2023 ) ( Im Preis Inbegriffen )

Sommer und Winterreifen komplett mit Fegen ( Im Preis Inbegriffen )

Servicegepflegt und Unfallfrei

Wird frisch ab Service ausgeliefert ( Im Preis Inbegriffen )

Auf Wunsch 1 Jahr Garantie Europaweit 

Keine Ablieferungspauschalen","2023-09-07","Non"
"1697477259-169","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2010-occasion-10761680","TOYOTA Yaris 1.33 Linea Luna Multimode","Top Zustand Top Angebot Top gepflegter Toyota Yaris 1.33 MMT Benziner, Automat, 8 Fachbereift, Ab MFK..!!","CHF 6'998.–","11.2010","Petite voiture","91'000 km","Essence","Boîte manuelle automatisée","99 PS (73 kW)","Traction avant","5.1 l/100 km","Oui","09.03.2022","Non","Non","","Eggiwilstrasse 2a, 3535 Schüpbach BE","Listing ID: 10761680","Erwähnenswertes zum inserierten Fahrzeug:

- Sehr schönes & Top gepflegter Toyota Yaris 1.33 Benziner Automat..!!
- Einmalige Gelegenheit, Ausserordentlicher Pflegezustand
- CH Fahrzeug mit umfangreicher Aussttung!
- Lückenlose Serviceheft In absolutem Original-Zustand
- Umfangreiche Ausstattung mit erst 91000…!!

- Ab MFK 03/2022 ..!!
- 8 Fachbereift..!!
-Garantie gegen auf preis Optimal..!!

- Garantiert Unfallfrei
- Garantierte Kilometer

- Eintausch möglich
- Finanzierung willkommen

- Besichtigung und Probefahrt nur bei ernsthafter Kaufabsicht möglich. Preis nicht verhandelbar.

Besichtigung und Probefahrt bitte telefonisch voranmelden unter der Nummer:
076 405 44 46
031 511 90 94","2023-08-10","Non"
"1697477272-170","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2014-occasion-10888841","TOYOTA Yaris 1.33 Trend","","CHF 7'200.–","12.2014","Petite voiture","144'800 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","4.9 l/100 km","Non","29.03.2023","Non","Non","","Chemin des Liserons 3, 2000 Neuchâtel","Listing ID: 10888841","1ère main
4pneus neige sur jantes","2023-09-26","Non"
