web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,created-date,new-price,description-text
"1698013927-838","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2013-occasion-10831738","SKODA Octavia Combi 2.0 TSI RS DSG","Gepflegter Kombi","CHF 14'990.–","07.2013","Break","141'600 km","Essence","Boîte manuelle automatisée","220 PS (162 kW)","Traction avant","6.4 l/100 km","Oui","06.09.2023","Non","Non","","Lütschbach 19, 8733 Eschenbach","Listing ID: 10831738","2023-09-06","Non","Gepflegter Kombi RS DSG frisch ab MFK, letzter Service Mai 2023
Speziallackierung in Weiss/Blau Matt
Mit Leistungssteigerung auf über 300PS, Gewindefahrwerk, Scheinwerferblenden und Carbon Luftfilter."
"1698013940-839","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2018-occasion-10868855","SKODA Octavia Combi 1.6 TDI Ambition","*Facelift*CH Auto*Aus 1. Hand*Ab MFK*Ab Service*Navi*Bremsassistent*Sitzheizung*Tempomat*PDC*8 Fach bereift*","CHF 14'990.–","11.2018","Break","144'000 km","Diesel","Boîte manuelle","115 PS (85 kW)","Traction avant","5.7 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Industriestrasse 67, 3178 Bösingen","Listing ID: 10868855","2023-09-19","Non","Top Auto Center, Sehr Professionell und Korrekt. Weiter so...
LG, Lord"
"1698013957-840","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2017-occasion-10235945","SKODA Octavia Combi 2.0 TDI Ambition 4x4 DSG","***MFK BIS 02.2025*NAVIGATION*SITZHEIZUNG*PARKSENSOREN V+H***","CHF 14'999.–","01.2017","Break","146'900 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","4.9 l/100 km","Oui","11.02.2022","Oui","Non","","Hauptstrasse 18, 5613 Hilfikon","Listing ID: 10235945","2023-02-06","Non","Hat alles bestens geklappt habe ein Vw Polo gekauft und bin sehr zufrieden. Frisch ..."
"1698013972-841","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2018-occasion-10677949","SKODA Octavia Combi 2.0 TDI Ambition DSG","","CHF 14'999.–","02.2018","Break","143'400 km","Diesel","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","4.6 l/100 km","Oui","06.07.2023","Non","Non","","Langenthalstrasse 49, 4950 Huttwil","Listing ID: 10677949","2023-07-06","Non","Herzlich willkommen bei den BM3 Automobilen in Huttwil.

Danke für das Interesse an unserem Qualitäts Gebrauchtwagen.

Verkauft wird ein Skoda Octavia Combi DSG. Das Fahrzeug befindet sich in einem gutem Zustand und läuft einwandfrei. Innen wie Aussen wurde er stets gepflegt. Bei Verkauf wird die MFK und der Service neu gemacht. Service und übliche Reperaturarbeiten wurden immer regelmässig und fachmännisch absolviert.

Eckdaten und Highlights:

- 143’400km
- Neu ab Service
- Neu ab MFK
- 8 fach bereift
- 2.0 Diesel 150PS
- Automatik DSG Getriebe
- Tempomat
- 1600KG Abnehmbare Anhängerkupplung
- Parksensoren vorne und hinten

Wir erstellen Ihnen gerne das für Sie passende Leasing/Finanzierungs Angebot.
Schon ab 291.20 pro Monat möglich inkl. Ratenversicherung.

Eine Gebrauchtwagen Garantie ist ebenfals möglich. 

Gerne unterbreiten wir Ihnen ein faires Angebot zur Inzahlungnahme Ihres aktuellen Fahrzeuges.

Ein Ablieferungspaket ist auf Wunsch gegen Aufpreis möglich:

- Professionelle Reinigung inklusive Politur
- Volltank
- Vignette
- Fahrzeug Einlösunung

Bitte um telefonische Voranmeuldung für eine Besichtigung und Vorstellung des Fahrzeuges. Bei Interesse oder Fragen stehe ich Ihnen gerne unter der Nummer 076 201 37 34 zur Verfügung.

Trotz grosser Sorgfalt können die Ausstattungen im Inserat von den tatsächlichen Ausstattungen abweichen.
Irrtümer und Zwischenverkauf vorbehalten."
"1698013985-842","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2014-occasion-10943469","SKODA Octavia Combi 2.0 TSI RS DSG","","CHF 14'999.–","12.2014","Break","168'000 km","Essence","Boîte manuelle automatisée","220 PS (162 kW)","Traction avant","6.4 l/100 km","Oui","16.10.2023","Non","Non","","Schwarzenburgstrasse 1018, 3147 Mittelhäusern","Listing ID: 10943469","2023-10-14","Non",""
"1698013998-843","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2016-occasion-10083172","SKODA Octavia Combi 1.6 TDI 110 Ambition 4x4","candy-weiss mit Stoff- schwarz, Frisch ab MFK, Navigation, Park-Distanz-Sensor, Servicegepflegt bei Skoda, DAB+ etc.","CHF 14'999.–","12.2016","Break","105'400 km","Diesel","Boîte manuelle","110 PS (81 kW)","4 roues motrices","4.6 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Werkhofstrasse 1, 8360 Eschlikon TG","Listing ID: 10083172","2022-12-06","CHF 31'572","- Frisch ab MFK
 - Sehr gepflegtes Fahrzeug
 - Navigation
 - Park-Distanz-Sensor hinten
 - DAB+ Digital Audio 
 - Garantie optional"
"1698014011-844","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2018-occasion-10787063","SKODA Octavia Combi 2.0 TDI Ambition DSG","","CHF 14'999.–","11.2018","Break","146'500 km","Diesel","Automatique","150 PS (110 kW)","Traction avant","5.8 l/100 km","Non","03.08.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois","Zugerstrasse 2, 6340 Sihlbrugg","Listing ID: 10787063","2023-08-21","CHF 38'660","129 A5  /  370673"
"1698014024-845","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2019-occasion-10921937","SKODA Octavia Combi 1.6 TDI Ambition DSG","AB MFK - 36 MONATE GARANTIE - ANHÄNGERKUPPLUNG","CHF 14'999.–","04.2019","Break","126'624 km","Diesel","Boîte manuelle automatisée","115 PS (85 kW)","Traction avant","6.1 l/100 km","Oui","19.06.2023","Non","Oui","À partir de la livraison du véhicule, 36 mois ou 45'000 km","Kraftwerkstrasse 2, 4133 Pratteln","Listing ID: 10921937","2023-10-06","Non","sehr sympathisch Kommunikation und gute Verkäufer"
"1698014037-846","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2016-occasion-10810652","SKODA Octavia Combi 1.6 TDI Ambition 4x4","","CHF 15'000.–","12.2016","Break","106'900 km","Diesel","Boîte manuelle","110 PS (81 kW)","4 roues motrices","4.6 l/100 km","Non","","Non","Non","","Landstrasse 62, 5426 Lengnau","Listing ID: 10810652","2023-08-30","Non","Unkompliziert und Kundenfreundlich"
"1698014052-847","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2014-occasion-10943529","SKODA Octavia Combi 2.0 TSI RS","Service gepflegt","CHF 15'200.–","03.2014","Break","137'500 km","Essence","Boîte manuelle","220 PS (162 kW)","Traction avant","6.2 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Alte Landstrasse 1, 8600 Dübendorf","Listing ID: 10943529","2023-10-14","CHF 37'790","Alte Landstrasse 1, 8600 Dübendorf Tel. 044 820 20 26 --- weitere Mitsubishi Modelle unter www.bag-garage.ch --- Ihr Mitsubishi-Spezialist in der Region Zürich Oberland

Garantie & Service
- inkl. Hersteller-Garantie
- inkl. Pannen-Assistance
- 100% Qualitätsarbeit

Swiss Package

- Eintausch möglich
- Garantie- & Service-Upgrade bis 10 Jahre
- inkl. technischer Support
- After Sales Service

Finanzierung
- Leasing / Teilzahlung / Abzahlungsfinanzierung
- günstigste Konditionen
- schnelle & komfortable Abwicklung

Ausgezeichneter Kundenservice
- Beratung & Probefahrt 
- Begleitung vom Kauf bis zur Ablieferung
- Probefahrt nach Vereinbarung

Herzlichen Dank für Ihr Interesse an unserem Fahrzeug!

Als offizieller MITSUBISHI Händler und Servicepartner sowie BOSCH CAR Service Stützpunkt erfüllen wir alle Wünsche rund um Ihr Fahrzeug. 
Zudem haben wir seit 1993 grosse Erfahrung mit SEAT/VW/Skoda/Audi/Porsche Fahrzeugen - so ist unser Know-How bei verschiedenen Marken stetig gewachsen.

Die Qualität steht neben dem persönlichen Kunden­kontakt bei uns im Vordergrund. Deshalb wurde der Betrieb 2005 nach den neusten Normen von ISO 9001:2000 zertifiziert und seither jährlich einer Audit-Prüfung unterzogen.

Wir bieten allen nicht MITSUBISHI Fahrern höchste Qualität für Ihr Auto mit unserem BOSCH CAR SERVICE. Von der Verkaufsberatung über Reparatur und Wartung.
Alles aus einer Hand mit der einzigartigen Kompetenz des weltweit führenden Erstausstatters fast aller Marken."
"1698014065-848","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2013-occasion-10933283","SKODA Octavia Combi 2.0 TDI Scout 4x4 DSG","","CHF 15'200.–","06.2013","Break","69'000 km","Diesel","Boîte manuelle automatisée","140 PS (103 kW)","4 roues motrices","6.2 l/100 km","Non","07.02.2022","Non","Non","","Haldenweg 7, 4533 Riedholz","Listing ID: 10933283","2023-10-11","Non","Sommerpneu nagelneu ohne Km
Fahrzeug wird nach dem Kauf noch vorgeführt"
"1698014080-849","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2018-occasion-10916309","SKODA Octavia Combi 2.0 TDI Ambition 4x4","ALLRAD**DSG**1-HAND**TOP AUSSTATTUNG**12 MONATE GARANTIE**FRISCH AB MFK & SERVICE**JAHRGANG 08.2018**CHF 15'300.-","CHF 15'300.–","08.2018","Break","169'000 km","Diesel","Boîte manuelle automatisée","150 PS (110 kW)","4 roues motrices","4.9 l/100 km","Oui","12.10.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Amtackerstrasse 29, 9437 Marbach SG","Listing ID: 10916309","2023-10-05","Non","- Top Zustand
- DSG
- 4X4
- 1 Hand
- CH-Fahrzeug
- Autobahn-KM
- Top Ausstattung (siehe Liste unten)
- Sehr gepflegt
- Garantie (12 Monate o. 20'000km)
- Frisch ab MFK
- Frisch ab Service
- Nichtraucher Fahrzeug
- Keine Tiertransporte
- Alle Dokumente vorhanden

***SONDERAUSSTATTUNG***
* Fleet Paket
* Assist: Parksensoren vorne und hinten
* Innenspiegel automatisch abblendbar
* Klima: Klimatisierungsautomatik Climatronic
* Media: Infotainment Online 3 Jahre
* Media: Komplette Telefonvorbereitung mit Phonebox und Wireless Charging und WLAN
* Media: Navigationssystem AMUNDSEN
* Netzpaket Kofferraum
* Sitze: Mittelarmlehne vorne inkl. grosser Jumbo-Box (kühlbares Ablagefach)
* Teppichfussmatten vorne und hinten
* Vordersitze heizbar
* Lackierung: Metallic-Lackierung
* Leichtmetallräder ALCATRAS 6,5x16J
* Licht: Nebelscheinwerfer mit Cornering-Funktion
* Lichtassistent inkl. Regensensor

Die Garage Freund GmbH in Marbach ist Ihr zuverlässiger Partner im Bereich gepflegte Occasionen, professionelle Beratung, moderne Fach-Werkstatt sowie Autoankauf und verkauf.
Wir garantieren mit unserem fachkompetenten und motivierten Team in allen Bereichen rund um das Auto einen Top-Service. Unser stetiger Wachstum sowie die Kundenzufriedenheit bestätigen unsere Kompetenz in der Autobranche.
Über 40 Jahre Erfahrung in der Automobilbranche und ausgebildete Fachspezialisten garantieren für höchste Kompetenz und Know-how."
"1698014093-850","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2016-occasion-10901552","SKODA Octavia Combi 2.0 TDI Fresh 4x4 DSG","Nichtraucherauto, sehr gepflegt, unfallfrei 8fach Bereift, keine Kratzer","CHF 15'400.–","06.2016","Break","103'500 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","4.9 l/100 km","Non","29.04.2022","Non","Non","","Rebbüelstr 17, 7320 Sargans","Listing ID: 10901552","2023-09-29","Non",""
"1698014108-851","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2018-occasion-10603929","SKODA Octavia Combi 1.6 TDI 115 Ambition","frisch ab MFK und Service 12 Monate Garantie aus 1 Hand Unfallfrei","CHF 15'400.–","04.2018","Break","100'200 km","Diesel","Boîte manuelle","115 PS (85 kW)","Traction avant","5.7 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Salwiesenstrasse 2, 9320 Arbon","Listing ID: 10603929","2023-06-12","CHF 30'260","** First Class aus erster Hand ** Alle unsere Fahrzeuge werden mit folgenden Leistungen an den Kunden übergeben: / frisch ab MFK / Service ausgeführt / mindestens mit 12 Monaten Garantie / Fahrzeuge sauber aufbereitet, poliert und professionell gereinigt / Tank voll und Vignette / Fahrzeuge sind garantiert Unfallfrei / Auf Wunsch können Sie unsere Fahrzeuge kostenlos beim unabhängigen Experten TCS prüfen lassen / Richner AG Steinach All Inklusive: *** Autokauf bei uns eine sichere Sache *** Besuchen Sie unsere Homepage www.richner-steinach.ch"
"1698014121-852","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2013-occasion-10838871","SKODA Octavia Combi 2.0 TSI RS DSG","19"" LM-Felgen. Top-Zustand. 079 508 50 80","CHF 15'490.–","11.2013","Break","152'000 km","Essence","Boîte manuelle automatisée","220 PS (162 kW)","Traction avant","6.4 l/100 km","Oui","09.03.2023","Non","Oui","À partir de la livraison du véhicule, 3 mois ou 3'000 km","Staatsstrasse, 3615 Heimenschwand","Listing ID: 10838871","2023-09-08","Non","Absolut empfehlenswert und vertrauenswürdig! Super Service, vorbildliche, wertschätzende ..."
"1698014136-853","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2019-occasion-10892130","SKODA Octavia Combi 1.5 TSI Clever DSG","***TOP ANGEBOT*** Frisch Ab Mfk, Frisch Ab Service, 8 fach bereift","CHF 15'499.–","06.2019","Break","116'900 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","7.1 l/100 km","Oui","27.09.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Weidenaustrasse 1, 3084 Wabern","Listing ID: 10892130","2023-09-27","Non","Leichtes Hagelschaden
Frisch Ab Mfk
Frisch Ab Service ( lückenlosen Serviceheft Beim Vertragshändler )
8 fach Alufelgen-bereift
Aus erster Hand
Innen wie Aussen altersentsprechend gepflegt

Willkommen bei Auto Weidenau

Es freut uns, dass Sie an unseren Fahrzeugen Interesse haben

Zu den wichtigsten Fragen, einige Erläuterungen

Eintausch:
Gerne tauschen wir Ihr Fahrzeug ein. Selbstverständlich auch mehrere oder teurere mit Wertausgleich in Bar

Quality 1 Garantie:
Für Fahrzeuge die jünger sind als 12 Jahre und weniger als 200'000 km , gibt es bei uns 12Mt/20'000 km inkl. ""Q-Base"" 
gegen einen Aufpreis kann diese bis zur „Vollgarantie“ aufgewertet und auf Wunsch auch verlängert werden

Motorfahrzeugkontrolle (MFK):
All unsere Fahrzeuge werden erst nach erfolgreichem Verkauf frisch geprüft
Das eingegebene Datum gilt nur als provisorische Info dass, das Fahrzeug frisch geprüft wird

Service: 
Alle Fahrzeuge werden Service gepflegt ausgeliefert

Leasing Alphera
Einfach, flexibel, sicher – mit dem Leasing können Sie immer aus den aktuellen Fahrzeugmodellen wählen. Die monatliche Rate wird dabei auf Ihre persönlichen Bedürfnisse abgestimmt. Das Fahrzeug, die Anzahlung, die Kilometerleistung und die Länge der Vertragslaufzeit lassen sich individuell anpassen. Wir unterscheiden bei unseren Leasingprodukten zwischen dem klassischem Leasing und dem sogenannten Select.

Finanzierung Alphera
Mit dieser flexiblen, individuellen Lösung werden Sie direkt zu Vertragsbeginn Eigentümer Ihres neuen Fahrzeugs. Die Finanzierungssumme wird bei konstantem Zinssatz auf bis zu 60 Monatsraten aufgeteilt – ohne dass Sie eine Schlussrate zahlen müssen. Ein weiterer Vorteil: Sie entscheiden selbst ob Sie eine Anzahlung leisten möchten oder nicht.


Ablieferungspaket:
Auf Wunsch bieten wir Ihnen ein Ablieferungspaket ab 360.- bis 650.- Sfr. an, welches eine Tankfüllung, Auto Kosmetik (Innen & Außen inkl. Politur), Vignette sowie die administrativen Arbeiten der Immatrikulation beinhaltet.

Für weitere Fragen stehen wir Ihnen von Montag bis Samstag während den Geschäftszeiten gerne zur Verfügung.
Natürlich können Sie Uns auch per E-Mail kontaktieren
Irrtümer und Rechtschreibefehler vorbehalten.
Die Angaben und Ausstattungen können noch leicht variieren."
"1698014151-854","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2017-occasion-10059356","SKODA Octavia Combi 2.0 TDI Ambition 4x4","*** Voiture de première main, confortable et fiable - 4x4 - Roues hiver - Services suivis chez Garage Agence Skoda ***","CHF 15'500.–","12.2017","Break","115'000 km","Diesel","Boîte manuelle automatisée","150 PS (110 kW)","4 roues motrices","4.7 l/100 km","Oui","","Non","Non","","2000 Neuchâtel","Listing ID: 10059356","2022-11-28","Non","Il s'agit d'une voiture/d'un véhicule appartenant à un de nos partenaires en tant que Garage.

Uniquement sur rendez-vous.

Région Neuchâtel.

Pour de plus amples renseignements et donc également un rendez-vous pour un essai, bien entendu, sans aucun engagement de votre part, Veuillez nous contacter par téléphone.

Nous nous ferons aussi un plaisir de vous accueillir.

*** PRIX COMPETITIF ***

A vendre seulement ...

15'500.-- !"
"1698014164-855","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2017-occasion-10583458","SKODA Octavia Combi 1.6 TDI Ambition 4x4","Frisch ab mfk 4x4 Diesel","CHF 15'500.–","05.2017","Break","103'000 km","Diesel","Boîte manuelle","110 PS (81 kW)","4 roues motrices","4.6 l/100 km","Non","","Non","Non","","Gurzelenstrasse 14, 4512 Bellach","Listing ID: 10583458","2023-06-05","Non","Sehr gepflegter Skoda Octavia diesel 4x4
Frisch ab mfk 
Frischer service 
Besichtigung ist erwünscht 076 424 94 05"
"1698014177-856","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2015-occasion-10489153","SKODA Octavia Combi 1.8 TSI Style 4x4 DSG","Expertisée du jour Chauffage stationnaire avec télécommande","CHF 15'500.–","10.2015","Break","117'500 km","Essence","Boîte manuelle automatisée","180 PS (132 kW)","4 roues motrices","6.4 l/100 km","Oui","10.09.2022","Non","Non","","Route de Montreux 130, 1618 Châtel-St-Denis","Listing ID: 10489153","2023-05-03","CHF 40'500","Beaucoup trop cher !  Une pièces en plastique vendue à 30.- frs sur internet ..."
